study	transformed	untransformed	method
FinnTwin	FinnTwin_FVC_all_CHRX_females_TP_15082019.txt.gz	FinnTwin_FVC_all_CHRX_females_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR1_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR1_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR10_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR10_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR11_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR11_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR12_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR12_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR13_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR13_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR14_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR14_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR15_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR15_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR16_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR16_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR17_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR17_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR18_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR18_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR19_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR19_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR2_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR2_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR20_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR20_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR21_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR21_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR22_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR22_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR3_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR3_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR4_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR4_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR5_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR5_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR6_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR6_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR7_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR7_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR8_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR8_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHR9_TP_15082019.txt.gz	FinnTwin_PEF_all_CHR9_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHRX_all_TP_15082019.txt.gz	FinnTwin_PEF_all_CHRX_all_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_PEF_all_CHRX_females_TP_15082019.txt.gz	FinnTwin_PEF_all_CHRX_females_TP_30082020.txt.gz	check
GS20K	GS20K_fev1_all_CHR1_22_ch_22052017.txt.gz	GS20K_fev1_all_HRC.r1-1_nomono_I4.out.adj.gz	check
GS20K	GS20K_FF_all_CHR1_22_ch_22052017.txt.gz	GS20K_fev1perfvc_all_HRC.r1-1_nomono_I4.out.adj.gz	check
GS20K	GS20K_FVC_all_CHR1_22_ch_22052017.txt.gz	GS20K_fvc_all_HRC.r1-1_nomono_I4.out.adj.gz	check
H2000			age_stratified
HCHS	HCHS_FEV1_all_CHR1_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR1_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR10_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR10_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR11_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR11_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR12_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR12_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR13_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR13_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR14_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR14_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR15_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR15_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR16_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR16_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR17_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR17_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR18_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR18_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR19_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR19_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR2_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR2_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR20_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR20_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR21_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR21_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR22_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR22_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR3_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR3_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR4_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR4_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR5_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR5_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR6_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR6_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR7_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR7_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR8_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR8_JWL_20201206.txt.gz	check
HCHS	HCHS_FEV1_all_CHR9_JWL_16122019.txt.gz	fev1/HCHS_FEV1_all_CHR9_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR1_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR1_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR10_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR10_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR11_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR11_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR12_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR12_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR13_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR13_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR14_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR14_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR15_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR15_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR16_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR16_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR17_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR17_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR18_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR18_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR19_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR19_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR2_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR2_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR20_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR20_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR21_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR21_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR22_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR22_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR3_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR3_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR4_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR4_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR5_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR5_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR6_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR6_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR7_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR7_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR8_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR8_JWL_20201206.txt.gz	check
HCHS	HCHS_FF_all_CHR9_JWL_16122019.txt.gz	fev1_fvc/HCHS_FF_all_CHR9_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR1_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR1_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR10_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR10_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR11_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR11_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR12_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR12_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR13_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR13_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR14_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR14_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR15_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR15_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR16_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR16_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR17_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR17_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR18_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR18_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR19_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR19_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR2_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR2_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR20_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR20_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR21_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR21_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR22_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR22_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR3_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR3_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR4_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR4_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR5_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR5_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR6_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR6_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR7_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR7_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR8_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR8_JWL_20201206.txt.gz	check
HCHS	HCHS_FVC_all_CHR9_JWL_16122019.txt.gz	fvc/HCHS_FVC_all_CHR9_JWL_20201206.txt.gz	check
hunt	hunt_FEV1_all_chr1-23_afh_31122019_impQuality_samplesize.txt.gz	hunt_FEV_untransformed_all_chr1-23_afh_011020.txt.gz	check
hunt	hunt_FEV1FVC_smk_chr1-23_afh_31122019_impQuality_samplesize.txt.gz	hunt_FEV1FVC_untransformed_smk_chr1-23_afh_011020.txt.gz	check
hunt	hunt_FEV1FVC_nonsmk_chr1-23_afh_31122019_impQuality_samplesize.txt.gz	hunt_FEV1FVC_untransformed_nonsmk_chr1-23_afh_011020.txt.gz	check
hunt	hunt_FVC_smk_chr1-23_afh_31122019_impQuality_samplesize.txt.gz	hunt_FVC_untransformed_smk_chr1-23_afh_011020.txt.gz	check
hunt	hunt_FVC_nonsmk_chr1-23_afh_31122019_impQuality_samplesize.txt.gz	hunt_FVC_untransformed_nonsmk_chr1-23_afh_011020.txt.gz	check
KORA_F4			ds_method
KORA_S3			ds_method
Korcula	Korcula_FEV1_res_rnk_HRC.r1-1_nomono_I4.out.adj.gz	korcula_fev_res_HRC.r1-1_nomono_I4.out.adj.gz	check
Korcula	Korcula_FF_res_rnk_HRC.r1-1_nomono_I4.out.adj.gz	korcula_fev_fvc_res_HRC.r1-1_nomono_I4.out.adj.gz	check
Korcula	Korcula_FVC_res_rnk_HRC.r1-1_nomono_I4.out.adj.gz	korcula_fvc_res_HRC.r1-1_nomono_I4.out.adj.gz	check
LBC1936	LBC1936_FEV1_nonsmk_chr1_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr10_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr11_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr12_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr13_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr14_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr15_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr16_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr17_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr18_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr19_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr2_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr20_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr21_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr22_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr3_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr4_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr5_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr6_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr7_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr8_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_nonsmk_chr9_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr1_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr10_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr11_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr12_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr13_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr14_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr15_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr16_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr17_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr18_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr19_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr2_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr20_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr21_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr22_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr3_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr4_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr5_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr6_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr7_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr8_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FEV1_smk_chr9_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr1_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr10_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr11_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr12_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr13_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr14_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr15_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr16_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr17_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr18_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr19_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr2_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr20_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr21_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr22_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr3_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr4_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr5_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr6_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr7_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr8_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_nonsmk_chr9_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr1_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr10_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr11_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr12_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr13_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr14_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr15_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr16_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr17_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr18_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr19_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr2_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr20_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr21_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr22_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr3_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr4_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr5_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr6_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr7_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr8_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FF_smk_chr9_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr1_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr10_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr11_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr12_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr13_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr14_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr15_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr16_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr17_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr18_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr19_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr2_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr20_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr21_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr22_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr3_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr4_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr5_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr6_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr7_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr8_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_nonsmk_chr9_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr1_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr10_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr11_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr12_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr13_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr14_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr15_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr16_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr17_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr18_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr19_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr2_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr20_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr21_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr22_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr3_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr4_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr5_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr6_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr7_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr8_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_FVC_smk_chr9_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr1_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr10_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr11_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr12_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr13_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr14_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr15_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr16_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr17_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr18_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr19_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr2_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr20_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr21_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr22_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr3_SEH_28112019.out.gz		age_stratified
